,Trade Name,Generic/Proper Name(s),Active Ingredient(s),DICT _ Concern,Standardized_SMILES,Standardized_InChI,DICTrank,name,Cardiotoxicity,CT label
462,ibsrela,tenapanor hydrochloride,tenapanor hydrochloride,no,C[NH+]1Cc2c(Cl)cc(Cl)cc2C(c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(C4C[NH+](C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,"InChI=1S/C50H66Cl4N8O10S2/c1-61-31-43(41-27-37(51)29-47(53)45(41)33-61)35-7-5-9-39(25-35)73(65,66)59-15-19-71-23-21-69-17-13-57-49(63)55-11-3-4-12-56-50(64)58-14-18-70-22-24-72-20-16-60-74(67,68)40-10-6-8-36(26-40)44-32-62(2)34-46-42(44)28-38(52)30-48(46)54/h5-10,25-30,43-44,59-60H,3-4,11-24,31-34H2,1-2H3,(H2,55,57,63)(H2,56,58,64)/p+2",0,tenapanor hydrochloride,,CLINICAL PHARMACOLOGY
463,cysview,hexaminolevulinate hydrochloride,hexaminolevulinate hydrochloride,no,CCCCCCOC(=O)CCC(=O)C[NH3+],"InChI=1S/C11H21NO3/c1-2-3-4-5-8-15-11(14)7-6-10(13)9-12/h2-9,12H2,1H3/p+1",0,hexaminolevulinate hydrochloride,,no
464,clindamycin palmitate hydrochloride,clindamycin palmitate hydrochloride,clindamycin palmitate hydrochloride,no,CCCCCCCCCCCCCCCC(=O)OC1C(SC)OC(C(NC(=O)C2CC(CCC)C[NH+]2C)C(C)Cl)C(O)C1O,"InChI=1S/C34H63ClN2O6S/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-21-27(38)42-32-30(40)29(39)31(43-34(32)44-5)28(24(3)35)36-33(41)26-22-25(20-7-2)23-37(26)4/h24-26,28-32,34,39-40H,6-23H2,1-5H3,(H,36,41)/p+1",0,clindamycin palmitate hydrochloride,,no
465,clindamycin hydrochloride,clindamycin hydrochloride,clindamycin hydrochloride,no,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[NH+](C)C1,"InChI=1S/C18H33ClN2O5S/c1-5-6-10-7-11(21(3)8-10)17(25)20-12(9(2)19)16-14(23)13(22)15(24)18(26-16)27-4/h9-16,18,22-24H,5-8H2,1-4H3,(H,20,25)/p+1",0,clindamycin hydrochloride,,no
466,pyridoxine hci,pyridoxine hci,pyridoxine hydrochloride,no,Cc1ncc(CO)c(CO)c1[O-],"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3/p-1",0,pyridoxine hci,,no
467,edurant,rilpivirine hydrochloride,rilpivirine hydrochloride,no,Cc1cc(C=CC#N)cc(C)c1N=c1cc[n-]c(=Nc2ccc(C#N)cc2)[n-]1,"InChI=1S/C22H16N6/c1-15-12-18(4-3-10-23)13-16(2)21(15)27-20-9-11-25-22(28-20)26-19-7-5-17(14-24)6-8-19/h3-9,11-13H,1-2H3/q-2",0,rilpivirine hydrochloride,,CLINICAL PHARMACOLOGY
468,hycamtin,topotecan,topotecan hydrochloride,no,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C[NH+](C)C)c([O-])ccc3nc2-1,"InChI=1S/C23H23N3O5/c1-4-23(30)16-8-18-20-12(9-26(18)21(28)15(16)11-31-22(23)29)7-13-14(10-25(2)3)19(27)6-5-17(13)24-20/h5-8,27,30H,4,9-11H2,1-3H3",0,topotecan,,no
469,methimazole,methimazole,methimazole,no,Cn1cc[n-]c1=S,"InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)/p-1",0,methimazole,,no
470,azathioprine,azathioprine,azathioprine,no,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[n-]cnc12,"InChI=1S/C9H6N7O2S/c1-15-4-14-7(16(17)18)9(15)19-8-5-6(11-2-10-5)12-3-13-8/h2-4H,1H3/q-1",0,azathioprine,,no
471,clobazam,clobazam,clobazam,no,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"InChI=1S/C16H13ClN2O2/c1-18-13-8-7-11(17)9-14(13)19(16(21)10-15(18)20)12-5-3-2-4-6-12/h2-9H,10H2,1H3",0,clobazam,,CLINICAL PHARMACOLOGY
472,zepzelca,lurbinectedin,lurbinectedin,no,COc1ccc2[nH]c3c(c2c1)CC[NH2+]C31CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)[NH+]1C(O)C3Cc5cc(C)c(OC)c([O-])c5C(C21)[NH+]3C)OCO4,"InChI=1S/C41H44N4O10S/c1-17-11-20-12-25-39(48)45-26-14-52-40(49)41(38-22(9-10-42-41)23-13-21(50-5)7-8-24(23)43-38)15-56-37(31(45)30(44(25)4)27(20)32(47)33(17)51-6)29-28(26)36-35(53-16-54-36)18(2)34(29)55-19(3)46/h7-8,11,13,25-26,30-31,37,39,42-43,47-48H,9-10,12,14-16H2,1-6H3/p+2",0,lurbinectedin,,CLINICAL PHARMACOLOGY
473,colchicine,colchicine,colchicine,no,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,"InChI=1S/C22H25NO6/c1-12(24)23-16-8-6-13-10-19(27-3)21(28-4)22(29-5)20(13)14-7-9-18(26-2)17(25)11-15(14)16/h7,9-11,16H,6,8H2,1-5H3,(H,23,24)",0,colchicine,,no
474,mytesi,crofelemer,crofelemer,no,COc1ccccc1CNC(=O)c1cc(-c2ccccc2)on1,"InChI=1S/C18H16N2O3/c1-22-16-10-6-5-9-14(16)12-19-18(21)15-11-17(23-20-15)13-7-3-2-4-8-13/h2-11H,12H2,1H3,(H,19,21)",0,crofelemer,NA,NA
475,ultramicrosize griseofulvin,ultramicrosize griseofulvin,griseofulvin,no,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,"InChI=1S/C17H17ClO6/c1-8-5-9(19)6-12(23-4)17(8)16(20)13-10(21-2)7-11(22-3)14(18)15(13)24-17/h6-8H,5H2,1-4H3",0,ultramicrosize griseofulvin,,no
476,etopophos,etoposide phosphate,etoposide phosphate,no,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O[P](=O)(=O)O,"InChI=1S/C29H32O16P/c1-11-38-9-20-27(42-11)23(30)24(31)29(43-20)44-25-14-7-17-16(40-10-41-17)6-13(14)21(22-15(25)8-39-28(22)32)12-4-18(36-2)26(19(5-12)37-3)45-46(33,34)35/h4-7,11,15,20-25,27,29-31H,8-10H2,1-3H3,(H,33,34,35)",0,etoposide phosphate,,no
477,nelarabine,nelarabine,nelarabine,no,COc1[n-]c(=N)nc2c1ncn2C1OC(CO)C(O)C1O,"InChI=1S/C11H14N5O5/c1-20-9-5-8(14-11(12)15-9)16(3-13-5)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H-,12,14,15)/q-1",0,nelarabine,,no
478,iressa,gefitinib,gefitinib,no,COc1cc2[n-]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCC[NH+]1CCOCC1,"InChI=1S/C22H23ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3/q-1/p+1",0,gefitinib,,no
479,colchicine,colchicine,colchiceine,no,COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(=O)C(O)C3,"InChI=1S/C21H23NO6/c1-11(23)22-15-7-5-12-9-18(26-2)20(27-3)21(28-4)19(12)13-6-8-16(24)17(25)10-14(13)15/h5,7,9,17,25H,6,8,10H2,1-4H3",0,colchicine,,no
480,vizimpro,dacomitinib,dacomitinib,no,COc1cc2[n-]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CC[NH+]1CCCCC1,"InChI=1S/C24H25ClFN5O2/c1-33-22-14-20-17(24(28-15-27-20)29-16-7-8-19(26)18(25)12-16)13-21(22)30-23(32)6-5-11-31-9-3-2-4-10-31/h5-8,12-15H,2-4,9-11H2,1H3,(H2,27,28,29,30,32)",0,dacomitinib,,CLINICAL PHARMACOLOGY
481,viberzi,eluxadoline,eluxadoline,no,COc1ccc(C[NH+](C(=O)C([NH3+])Cc2c(C)cc(C(N)=O)cc2C)C(C)c2nc(-c3ccccc3)c[n-]2)cc1C(=O)[O-],"InChI=1S/C32H35N5O5/c1-18-12-23(29(34)38)13-19(2)24(18)15-26(33)31(39)37(17-21-10-11-28(42-4)25(14-21)32(40)41)20(3)30-35-16-27(36-30)22-8-6-5-7-9-22/h5-14,16,20,26H,15,17,33H2,1-4H3,(H4,34,35,36,38,40,41)",0,eluxadoline,,CLINICAL PHARMACOLOGY
482,vermox,mebendazole,mebendazole,no,COC(=O)N=c1[n-]c2ccc(C(=O)c3ccccc3)cc2[n-]1,"InChI=1S/C16H13N3O3/c1-22-16(21)19-15-17-12-8-7-11(9-13(12)18-15)14(20)10-5-3-2-4-6-10/h2-9H,1H3,(H2,17,18,19,20,21)/p-2",0,mebendazole,,no
483,bafiertam,monomethyl fumarate,monomethyl fumarate,no,COC(=O)C=CC(=O)[O-],"InChI=1S/C5H6O4/c1-9-5(8)3-2-4(6)7/h2-3H,1H3,(H,6,7)/p-1",0,monomethyl fumarate,,CLINICAL PHARMACOLOGY
484,valacyclovir hydrochloride,valacyclovir,valacyclovir hydrochloride,no,CC(C)C([NH3+])C(=O)OCCOCn1cnc2c(=O)[n-]c(=N)[n-]c21,"InChI=1S/C13H19N6O4/c1-7(2)8(14)12(21)23-4-3-22-6-19-5-16-9-10(19)17-13(15)18-11(9)20/h5,7-8H,3-4,6,14H2,1-2H3,(H2-,15,17,18,20)/q-1",0,valacyclovir,,no
485,vumerity,diroximel fumarate,diroximel fumarate,no,COC(=O)C=CC(=O)OCCn1c([O-])ccc1[O-],"InChI=1S/C11H13NO6/c1-17-10(15)4-5-11(16)18-7-6-12-8(13)2-3-9(12)14/h2-5,13-14H,6-7H2,1H3/p-2",0,diroximel fumarate,,CLINICAL PHARMACOLOGY
486,datscan,ioflupane i-123,ioflupane i-123,no,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1[NH+]2CCCF,"InChI=1S/C18H23FINO2/c1-23-18(22)17-15(12-3-5-13(20)6-4-12)11-14-7-8-16(17)21(14)10-2-9-19/h3-6,14-17H,2,7-11H2,1H3/p+1",0,ioflupane i-123,,no
487,cefditoren pivoxil,cefditoren pivoxil,cefditoren pivoxil,no,CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(=N)[n-]1,"InChI=1S/C25H28N6O7S3/c1-12-15(41-10-27-12)7-6-13-8-39-21-17(29-19(32)16(30-36-5)14-9-40-24(26)28-14)20(33)31(21)18(13)22(34)37-11-38-23(35)25(2,3)4/h6-7,9-10,17,21H,8,11H2,1-5H3,(H3,26,28,29,32)",0,cefditoren pivoxil,,no
488,xifaxan,rifaximin,rifaximin,no,COC1C=COC2(C)Oc3c(C)c([O-])c4c([O-])c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"InChI=1S/C43H51N3O11/c1-19-14-16-46-28(18-19)44-32-29-30-37(50)25(7)40-31(29)41(52)43(9,57-40)55-17-15-27(54-10)22(4)39(56-26(8)47)24(6)36(49)23(5)35(48)20(2)12-11-13-21(3)42(53)45-33(34(32)46)38(30)51/h11-18,20,22-24,27,35-36,39,48-51H,1-10H3,(H,45,53)/p-2",0,rifaximin,,no
489,aemcolo,rifamycin,rifamycin,no,COC1C=COC2(C)Oc3c(C)c([O-])c4c([O-])c(cc([O-])c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"InChI=1S/C37H47NO12/c1-16-11-10-12-17(2)36(46)38-23-15-24(40)26-27(32(23)44)31(43)21(6)34-28(26)35(45)37(8,50-34)48-14-13-25(47-9)18(3)33(49-22(7)39)20(5)30(42)19(4)29(16)41/h10-16,18-20,25,29-30,33,40-44H,1-9H3,(H,38,46)/p-3",0,rifamycin,,no
490,cefotetan,cefotetan,cefotetan,no,COC1([NH2+]C(O)=c2sc(=C(C(N)=O)C(=O)[O-])s2)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21,"InChI=1S/C17H17N7O8S4/c1-23-16(20-21-22-23)34-4-5-3-33-15-17(32-2,14(31)24(15)7(5)11(29)30)19-9(26)13-35-12(36-13)6(8(18)25)10(27)28/h15,19,26H,3-4H2,1-2H3,(H2,18,25)(H,27,28)(H,29,30)",0,cefotetan,,no
491,neuraceq,florbetaben f 18,florbetaben f-18,no,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)cc2)cc1,"InChI=1S/C21H26FNO3/c1-23-20-8-4-18(5-9-20)2-3-19-6-10-21(11-7-19)26-17-16-25-15-14-24-13-12-22/h2-11,23H,12-17H2,1H3",0,florbetaben f 18,,no
492,fosaprepitant,fosaprepitant dimeglumine,fosaprepitant dimeglumine,no,CC(OC1OCC[NH+](Cc2nc(=O)n([P](=O)(=O)O)[n-]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"InChI=1S/C23H21F7N4O6P/c1-12(14-8-15(22(25,26)27)10-16(9-14)23(28,29)30)40-20-19(13-2-4-17(24)5-3-13)33(6-7-39-20)11-18-31-21(35)34(32-18)41(36,37)38/h2-5,8-10,12,19-20H,6-7,11H2,1H3,(H2,31,32,35,36,37,38)",0,fosaprepitant dimeglumine,,no
493,tabrecta,capmatinib,capmatinib,no,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,"InChI=1S/C23H17FN6O/c1-25-22(31)18-6-5-16(11-19(18)24)21-13-28-23-27-12-17(30(23)29-21)10-14-4-7-20-15(9-14)3-2-8-26-20/h2-9,11-13H,10H2,1H3,(H,25,31)",0,capmatinib,,CLINICAL PHARMACOLOGY
494,temodar,temozolomide,temozolomide,no,Cn1nnc2c(C(N)=O)ncn2c1=O,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",0,temozolomide,,no
495,methazolamide,methazolamide,methazolamide,no,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,"InChI=1S/C5H8N4O3S2/c1-3(10)7-4-9(2)8-5(13-4)14(6,11)12/h1-2H3,(H2,6,11,12)",0,methazolamide,,no
496,cosela,trilaciclib,trilaciclib dihydrochloride,no,C[NH+]1CCN(c2ccc(N=c3nc4c(c[n-]3)cc3n4C4(CCCCC4)CNC3=O)nc2)CC1,"InChI=1S/C24H30N8O/c1-30-9-11-31(12-10-30)18-5-6-20(25-15-18)28-23-26-14-17-13-19-22(33)27-16-24(7-3-2-4-8-24)32(19)21(17)29-23/h5-6,13-15H,2-4,7-12,16H2,1H3,(H2,25,26,27,28,29,33)",0,trilaciclib,,CLINICAL PHARMACOLOGY
497,tepmetko,tepotinib hydrochloride,tepotinib hydrochloride,no,C[NH+]1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,"InChI=1S/C29H28N6O2/c1-34-12-10-21(11-13-34)20-37-26-17-31-29(32-18-26)25-7-3-5-23(15-25)19-35-28(36)9-8-27(33-35)24-6-2-4-22(14-24)16-30/h2-9,14-15,17-18,21H,10-13,19-20H2,1H3/p+1",0,tepotinib hydrochloride,,CLINICAL PHARMACOLOGY
498,dimethyl fumarate,dimethyl fumarate,dimethyl fumarate,no,COC(=O)C=CC(=O)OC,"InChI=1S/C6H8O4/c1-9-5(7)3-4-6(8)10-2/h3-4H,1-2H3",0,dimethyl fumarate,,CLINICAL PHARMACOLOGY
499,fexofenadine hydrochloride,fexofenadine hydrochloride,fexofenadine hydrochloride,no,CC(C)(C(=O)[O-])c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,"InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)",0,fexofenadine hydrochloride,,no
500,varubi,rolapitant,rolapitant hydrochloride,no,CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)C[NH2+]1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"InChI=1S/C25H26F6N2O2/c1-16(17-11-19(24(26,27)28)13-20(12-17)25(29,30)31)35-15-23(18-5-3-2-4-6-18)10-9-22(14-32-23)8-7-21(34)33-22/h2-6,11-13,16,32H,7-10,14-15H2,1H3,(H,33,34)/p+1",0,rolapitant,,CLINICAL PHARMACOLOGY
501,cholestyramine,cholestyramine,cholestyramine,no,CCC(CC(C)c1ccccc1)c1ccc(C[N+](C)(C)C)cc1,"InChI=1S/C22H32N/c1-6-20(16-18(2)21-10-8-7-9-11-21)22-14-12-19(13-15-22)17-23(3,4)5/h7-15,18,20H,6,16-17H2,1-5H3/q+1",0,cholestyramine,,no
502,ramelteon,ramelteon,ramelteon,no,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,"InChI=1S/C16H21NO2/c1-2-15(18)17-9-7-12-4-3-11-5-6-14-13(16(11)12)8-10-19-14/h5-6,12H,2-4,7-10H2,1H3,(H,17,18)",0,ramelteon,,no
503,hetlioz; hetlioz lq,tasimelteon,tasimelteon,no,CCC(=O)NCC1CC1c1cccc2c1CCO2,"InChI=1S/C15H19NO2/c1-2-15(17)16-9-10-8-13(10)11-4-3-5-14-12(11)6-7-18-14/h3-5,10,13H,2,6-9H2,1H3,(H,16,17)",0,tasimelteon,,no
504,triazolam,triazolam,triazolam,no,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,"InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",0,triazolam,,no
505,isentress,isentress,raltegravir potassium,no,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1,"InChI=1S/C20H21FN6O5/c1-10-25-26-17(32-10)16(30)24-20(2,3)19-23-13(14(28)18(31)27(19)4)15(29)22-9-11-5-7-12(21)8-6-11/h5-8,28H,9H2,1-4H3,(H,22,29)(H,24,30)/p-1",0,isentress,,CLINICAL PHARMACOLOGY
506,dayvigo,lemborexant,lemborexant,no,Cc1ncc(OCC2(c3cccc(F)c3)CC2C(=O)N=c2ccc(F)c[n-]2)c(C)n1,"InChI=1S/C22H20F2N4O2/c1-13-19(11-25-14(2)27-13)30-12-22(15-4-3-5-16(23)8-15)9-18(22)21(29)28-20-7-6-17(24)10-26-20/h3-8,10-11,18H,9,12H2,1-2H3,(H,26,28,29)/p-1",0,lemborexant,,CLINICAL PHARMACOLOGY
507,evrysdi,risdiplam,risdiplam,no,Cc1cn2nc(-c3cc(=O)n4cc(N5CC[NH2+]C6(CC6)C5)ccc4n3)cc(C)c2n1,"InChI=1S/C22H23N7O/c1-14-9-18(26-29-11-15(2)24-21(14)29)17-10-20(30)28-12-16(3-4-19(28)25-17)27-8-7-23-22(13-27)5-6-22/h3-4,9-12,23H,5-8,13H2,1-2H3/p+1",0,risdiplam,,no
508,esbriet,pirfenidone,pirfenidone,no,Cc1ccc(=O)n(-c2ccccc2)c1,"InChI=1S/C12H11NO/c1-10-7-8-12(14)13(9-10)11-5-3-2-4-6-11/h2-9H,1H3",0,pirfenidone,,CLINICAL PHARMACOLOGY
509,stavudine,stavudine,stavudine,no,Cc1cn(C2C=CC(CO)O2)c(=O)[n-]c1=O,"InChI=1S/C10H12N2O4/c1-6-4-12(10(15)11-9(6)14)8-3-2-7(5-13)16-8/h2-4,7-8,13H,5H2,1H3,(H,11,14,15)/p-1",0,stavudine,,no
510,savaysa,edoxaban tosylate,edoxaban tosylate,no,C[NH+]1CCc2nc(C(=O)NC3CC(C(=O)[NH+](C)C)CCC3NC(=O)C(=O)N=c3ccc(Cl)c[n-]3)sc2C1,"InChI=1S/C24H30ClN7O4S/c1-31(2)24(36)13-4-6-15(27-20(33)21(34)30-19-7-5-14(25)11-26-19)17(10-13)28-22(35)23-29-16-8-9-32(3)12-18(16)37-23/h5,7,11,13,15,17H,4,6,8-10,12H2,1-3H3,(H3,26,27,28,30,33,34,35)/p+1",0,edoxaban tosylate,,CLINICAL PHARMACOLOGY
511,rapivab,peramivir,peramivir,no,CCC(CC)C(NC(C)=O)C1C([NH+]=C(N)N)CC(C(=O)[O-])C1O,"InChI=1S/C15H28N4O4/c1-4-8(5-2)12(18-7(3)20)11-10(19-15(16)17)6-9(13(11)21)14(22)23/h8-13,21H,4-6H2,1-3H3,(H,18,20)(H,22,23)(H4,16,17,19)",0,peramivir,,CLINICAL PHARMACOLOGY
512,symproic,naldemedine,naldemedine tosylate,no,CC(C)(NC(=O)C1CC2(O)C3Cc4ccc([O-])c5c4C2(CC[NH+]3CC2CC2)C(O5)C1=O)c1nc(-c2ccccc2)no1,"InChI=1S/C32H34N4O6/c1-30(2,29-33-27(35-42-29)18-6-4-3-5-7-18)34-28(39)20-15-32(40)22-14-19-10-11-21(37)25-23(19)31(32,26(41-25)24(20)38)12-13-36(22)16-17-8-9-17/h3-7,10-11,17,20,22,26,37,40H,8-9,12-16H2,1-2H3,(H,34,39)",0,naldemedine,,CLINICAL PHARMACOLOGY
513,choletec,mebrofenin,mebrofenin,no,Cc1cc(C)c(NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])c(C)c1Br,"InChI=1S/C15H19BrN2O5/c1-8-4-9(2)15(10(3)14(8)16)17-11(19)5-18(6-12(20)21)7-13(22)23/h4H,5-7H2,1-3H3,(H,17,19)(H,20,21)(H,22,23)/p-1",0,mebrofenin,,no
514,meclizine hydrochloride,meclizine hydrochloride,meclizine hydrochloride,no,Cc1cccc(C[NH+]2CC[NH+](C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,"InChI=1S/C25H27ClN2/c1-20-6-5-7-21(18-20)19-27-14-16-28(17-15-27)25(22-8-3-2-4-9-22)23-10-12-24(26)13-11-23/h2-13,18,25H,14-17,19H2,1H3/p+2",0,meclizine hydrochloride,,no
515,cephalexin,cephalexin,cephalexin,no,CC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)C([NH3+])c3ccccc3)C2SC1,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/p+1",0,cephalexin,,no
516,invokana,canagliflozin,canagliflozin,no,Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,"InChI=1S/C24H25FO5S/c1-13-2-3-15(24-23(29)22(28)21(27)19(12-26)30-24)10-16(13)11-18-8-9-20(31-18)14-4-6-17(25)7-5-14/h2-10,19,21-24,26-29H,11-12H2,1H3",0,canagliflozin,,CLINICAL PHARMACOLOGY
517,venclexta,venetoclax,venetoclax,no,CC1(C)CCC(C[NH+]2CCN(c3ccc(C(=O)[N-]S(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,"InChI=1S/C45H50ClN7O7S/c1-45(2)15-11-33(39(26-45)31-3-5-34(46)6-4-31)29-51-17-19-52(20-18-51)35-7-9-38(42(24-35)60-36-23-32-12-16-47-43(32)49-28-36)44(54)50-61(57,58)37-8-10-40(41(25-37)53(55)56)48-27-30-13-21-59-22-14-30/h3-10,12,16,23-25,28,30,48H,11,13-15,17-22,26-27,29H2,1-2H3,(H2,47,49,50,54)",0,venetoclax,,CLINICAL PHARMACOLOGY
518,ursodiol,ursosiol,ursadiol,no,CC1(C)CCC2(C)C(=C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC2O)C1,"InChI=1S/C30H50O2/c1-25(2)15-16-27(5)20(17-25)19-9-10-22-28(6)13-12-23(31)26(3,4)21(28)11-14-29(22,7)30(19,8)18-24(27)32/h21-24,31-32H,9-18H2,1-8H3",0,ursosiol,,no
519,zydelig,idelalisib,idelalisib,no,CCC(N=c1[n-]cnc2[n-]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,"InChI=1S/C22H16FN7O/c1-2-15(28-20-18-19(25-11-24-18)26-12-27-20)21-29-16-10-6-9-14(23)17(16)22(31)30(21)13-7-4-3-5-8-13/h3-12,15H,2H2,1H3/q-2",0,idelalisib,,CLINICAL PHARMACOLOGY
520,solosec,secnidazole,secnidazole,no,Cc1ncc([N+](=O)[O-])n1CC(C)O,"InChI=1S/C7H11N3O3/c1-5(11)4-9-6(2)8-3-7(9)10(12)13/h3,5,11H,4H2,1-2H3",0,secnidazole,,CLINICAL PHARMACOLOGY
521,zileuton,zileuton,zileuton,no,CC(c1cc2ccccc2s1)N(O)C(N)=O,"InChI=1S/C11H12N2O2S/c1-7(13(15)11(12)14)10-6-8-4-2-3-5-9(8)16-10/h2-7,15H,1H3,(H2,12,14)",0,zileuton,,no
522,metaxalone,metaxalone,metaxalone,no,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,"InChI=1S/C12H15NO3/c1-8-3-9(2)5-10(4-8)15-7-11-6-13-12(14)16-11/h3-5,11H,6-7H2,1-2H3,(H,13,14)",0,metaxalone,,no
523,ukoniq,umbralisib,umbralisib tosylate,no,CC(C)Oc1ccc(-c2nn(C(C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3[n-]cnc(=N)c23)cc1F,"InChI=1S/C31H23F3N5O3/c1-15(2)41-24-9-7-18(12-22(24)34)27-26-30(35)36-14-37-31(26)39(38-27)16(3)29-25(17-5-4-6-19(32)11-17)28(40)21-13-20(33)8-10-23(21)42-29/h4-16H,1-3H3,(H-,35,36,37,38)/q-1",0,umbralisib,,CLINICAL PHARMACOLOGY
524,aptivus,tipranavir,tipranavir,no,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,"InChI=1S/C31H33F3N2O5S/c1-3-16-30(17-15-21-9-6-5-7-10-21)19-26(37)28(29(38)41-30)25(4-2)22-11-8-12-24(18-22)36-42(39,40)27-14-13-23(20-35-27)31(32,33)34/h5-14,18,20,25,28,36H,3-4,15-17,19H2,1-2H3",0,tipranavir,,no
525,primidone,primidone,primidone,no,CCC1(c2ccccc2)C(=O)NCNC1=O,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",0,primidone,,no
526,cefepime,cefepime,cefepime hydrochloride,no,CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(=N)[n-]1,"InChI=1S/C19H24N6O5S2/c1-25(5-3-4-6-25)7-10-8-31-17-13(16(27)24(17)14(10)18(28)29)22-15(26)12(23-30-2)11-9-32-19(20)21-11/h9,13,17H,3-8H2,1-2H3,(H3-,20,21,22,26,28,29)",0,cefepime,,no
